,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gemini-1.5-flash,human_response,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,MV,MV_acc,gemini-1.5-pro,gpt4_acc,gemini_1.5flash_acc,gemini_1.5pro_acc,gemini_1.5flash_acc_clean,gemini_1.5pro_acc_clean,gemma_7b_it_acc_clean,gemma_7b_it_acc
741,CD007372,Biem 2003,STD-Biem-2003 0.796 0.198 149 150,-0.306942884978745,0.265911686892109,299,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,2003.0,Vaginal delivery or labour not achieved within 24 hours,Outpatient versus inpatient induction with controlled release PGE,-1.15430385390802,"negative 
",negative,,,,,,,,,,,,,,,,,
742,CD005231,Australia NNCG-017,STD-Australia-NNCG_x002d_017 1.444 0.423 218 218,0.38704905295172,0.444631224510707,436,Psychiatry & Mental Health,efficacy,DICH,1,1,no,2001.0,Reduction in cigarettes/day of > 50% of baseline or cessation,Nicotine replacement therapy to assist smoking reduction versus placebo,0.870494539328961,"positive 
",positive,,,,,,,,,,,,,,,,,
743,CD003436,Mohr 2013,STD-Mohr-2013 0.146 0.05 108 105,1.10266908936372,0.401475997043698,213,Neurology,efficacy,DICH,1,1,no,2013.0,Death or dependence,Intervention versus conservative management for unruptured brain AVMs,2.74653801842033,"negative 
",negative,,,,,,,,,,,,,,,,,
744,CD004228,Chang 1999,STD-Chang-1999 1.111 0.092 123 127,0.3068182552048,0.26752954329844,250,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1999.0,Women who were abstinent following the intervention,Brief alcohol reduction intervention versus alcohol assessment only,1.14685747010203,"positive 
",positive,,,,,,,,,,,,,,,,,
745,CD012537,Reiff 2006,STD-Reiff-2006 0.841 0.146 97 87,-0.352220593589352,0.29652546337094,184,Anaesthesia & Pain,efficacy,DICH,1,3,no,2006.0,Participant-reported pain relief of 30% or greater,Rofecoxib versus naproxen,-1.18782579271697,"positive 
",positive,,,,,,,,,,,,,,,,,
746,CD005967,Anh 1989,STD-Anh-1989 0.331 0.738 19 22,-1.37792611144937,0.87655424186731,41,Infectious Diseases,efficacy,DICH,1,1,yes,1989.0,Death: participant age,Artesunate vs quinine,-1.57198042703438,"negative 
",negative,,,,,,,,,,,,,,,,,
747,CD001841,ATTMH 1980,STD-ATTMH-1980 0.708 0.26 1721 1706,-0.351322524377668,0.264120228794426,3427,Heart & Hypertension,efficacy,DICH,1,1,no,1980.0,Total mortality,First-line thiazide vs placebo,-1.33016136621294,"negative 
",negative,,,,,,,,,,,,,,,,,
748,CD003244,Earnest 1998,STD-Earnest-1998 0.384 0.212 71 66,-1.83971386235009,0.378947857380036,137,Gastroenterology,efficacy,DICH,1,1,no,1998.0,Oesophagitis persists at four weeks,Standard dose PPI versus placebo,-4.85479420590863,"negative 
",negative,,,,,,,,,,,,,,,,,
749,CD003715,Anonymous 1990,STD-Anonymous-1990 0.927 0.153 125 123,-0.127476883715817,0.258614257679601,248,Gastroenterology,efficacy,DICH,1,1,no,1990.0,"Relapse, drop-outs classed as relapse, grouped by length of follow-up",5-ASA compared to placebo,-0.492922876177031,"negative 
",negative,,,,,,,,,,,,,,,,,
750,CD001324,Chen 2002b,STD-Chen-2002b 3 1.621 50 50,1.11861295537478,1.64519623968289,100,Gynaecology & Urology,efficacy,DICH,1,11,no,2002.0,Observed number of pregnancy (all women),Mifepristone alone (all doses) versus mifepristone + methotrexate (all doses),0.679926763989197,"negative 
",negative,,,,,,,,,,,,,,,,,
751,CD003160,HPS 2002,STD-HPS-2002 1 0.254 10269 10267,-0.0001953697378498,0.254384549002784,20536,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,2002.0,Number of cases of dementia,Incidence of dementia,-0.0007680094511075,"negative 
",negative,,,,,,,,,,,,,,,,,
752,CD002849,Cinciripini 1995 H,STD-Cinciripini-1995-H 0.48 0.633 25 28,-0.893817876022097,0.754495904073753,53,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Long term abstinence,Buspirone versus placebo/NRT,-1.1846557034917,"positive 
",positive,,,,,,,,,,,,,,,,,
753,CD001256,Bensel 1976,STD-Bensel-1976 0.668 0.416 372 414,-0.416267041140978,0.427830415443523,786,Emergency & Trauma,efficacy,DICH,1,15,no,1976.0,Lower limb soft-tissue injuries by location,Footwear: tropical combat boot vs leather combat boot,-0.972972061159894,"negative 
",negative,,,,,,,,,,,,,,,,,
754,CD009351,Arthurs 1979,STD-Arthurs-1979 1.176 0.117 21 21,1.54881329061766,1.1656858622338,42,Pregnancy & Childbirth,efficacy,DICH,1,3,no,1979.0,"Satisfaction with pain relief (first stage, considerable to complete)",Inhaled analgesia using one type of delivery system versus a different delivery system,1.32867124908736,"positive 
",positive,,,,,,,,,,,,,,,,,
755,CD010461,Parmegiani 2012,STD-Parmegiani-2012 1.133 0.292 50 50,0.18400364297694,0.429377054525379,100,Gynaecology & Urology,efficacy,DICH,1,2,yes,2012.0,Live birth per woman randomly assigned,HA-ICSI versus viscous medium containing HA (SpermSlow),0.428536273742741,"positive 
",positive,,,,,,,,,,,,,,,,,
756,CD008183,720-04378,STD-_x0037_20_x002d_04378 13.51 1.454 50 52,2.73027333788692,1.48167664590022,102,Anaesthesia & Pain,efficacy,DICH,1,1,no,1999.0,Participants with =50% pain relief over 6 hours,Gabapentin 250 mg versus placebo,1.8426917542647,"positive 
",positive,,,,,,,,,,,,,,,,,
757,CD004316,Kamischke 2002,STD-Kamischke-2002 1 1.468 14 14,0.0,1.46759877141069,28,Gynaecology & Urology,efficacy,DICH,1,20,yes,2002.0,Azoospermia,Testostone undecanoate 1000 mg + NETE 200 mg IM versus testosterone undecanoate 1000 mg + NETE 400 mg IM,0.0,"negative 
",negative,,,,,,,,,,,,,,,,,
758,CD005937,Iliya 1966,STD-Iliya-1966 0.067 0.398 102 90,-4.74414130190843,0.529764713897147,192,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1966.0,"Failure to suppress lactation as indicated by milk secretion, breast engorgement or breast pain at = 7 days",Combined oestrogen and androgen preparations versus placebo,-8.95518553323184,"negative 
",negative,,,,,,,,,,,,,,,,,
759,CD007575,Pongrojpaw 2007a,STD-Pongrojpaw-2007a 0.076 0.438 85 85,-4.01780448509977,0.529417693413134,170,Pregnancy & Childbirth,efficacy,DICH,1,13,yes,2007.0,Drowsiness,Ginger versus dimenhydrinate,-7.58910126179793,"negative 
",negative,,,,,,,,,,,,,,,,,
760,CD007258,Collis 2005,STD-Collis-2005 1 0.698 150 150,0.0,0.716727723851245,300,Skin & Wounds,efficacy,DICH,1,1,yes,2005.0,Haematoma,Drain compared with no drain,0.0,"negative 
",negative,,,,,,,,,,,,,,,,,
761,CD001352,Bridwell 1993,STD-Bridwell-1993 0.239 0.796 34 9,-1.43074612369072,0.796484370078067,43,Spine & Muscles,efficacy,DICH,1,3,no,1993.0,Poor result 18-24 months - Surgeon rating,LAMINECTOMY + FUSION ANY TYPE vs LAMINECTOMY,-1.79632667939295,"negative 
",negative,,,,,,,,,,,,,,,,,
762,CD004275,Bing 2005,STD-Bing-2005 0.455 0.397 15 15,-1.70474809223843,0.800567980192245,30,Gastroenterology,efficacy,DICH,1,1,yes,2005.0,Prevalence rate of nocturnal gastric acid breakthrough,H2RAs vs control,-2.12942327749488,"negative 
",negative,,,,,,,,,,,,,,,,,
763,CD001735,Laurent 1998,STD-Laurent-1998 0.4 0.57 80 80,-0.998528830111127,0.6143643943317,160,Skin & Wounds,efficacy,DICH,1,7,yes,1997.0,Pressure ulcer incidence,AP and CLP in ICU/post ICU (factorial design),-1.62530387392863,"negative 
",negative,,,,,,,,,,,,,,,,,
764,CD004484,Fitzgerald 1991,STD-Fitzgerald-1991 1.455 0.704 22 24,0.44183275227904,0.828557744824063,46,"Oral Health, Eyes & ENT",efficacy,DICH,1,2,no,1991.0,Clinical symptoms at 12 months following indirect pulp capping,"Life, Dycal and Cavitec following three modalities",0.533255231803861,"neutral 
",neutral,,,,,,,,,,,,,,,,,
765,CD009440,Gao 2002,STD-Gao-2002 1.375 0.115 34 34,2.62103882411258,1.08257549250373,68,Kidney & Transplant,efficacy,DICH,1,2,yes,2002.0,Uraemic pruritus improvement,Manual acupuncture versus routine care/conventional medicine,2.42111413223549,"positive 
",positive,,,,,,,,,,,,,,,,,
766,CD008615,GL/MIG/001/92,STD-GL_x002f_MIG_x002f_001_x002f_92 1.075 0.098 242 227,0.135955636236029,0.185235920904474,469,Anaesthesia & Pain,efficacy,DICH,1,17,no,1992.0,Headache relief at 2 hours,Oral sumatriptan 100 mg versus paracetamol 1000 mg + metoclopramide 10 mg,0.733959350714384,"positive 
",positive,,,,,,,,,,,,,,,,,
767,CD008808,Le Guen 2014,STD-Le-Guen-2014 0.15 1.481 20 21,-2.0485643031154,1.54549306940317,41,Emergency & Trauma,efficacy,DICH,1,1,yes,2014.0,Incidence of delirium and confusion,Ear plugs or eye mask versus usual care or both,-1.32550856660037,"negative 
",negative,,,,,,,,,,,,,,,,,
768,CD005220,Ahonen 2004,STD-Ahonen-2004 1.529 0.271 83 83,0.571486668157141,0.360528005394784,166,Anaesthesia & Pain,efficacy,DICH,1,3,no,2004.0,Pain-free,Triptans vs placebo in adolescents,1.58513807417361,"positive 
",positive,,,,,,,,,,,,,,,,,
769,CD006028,Sezai 2006b,STD-Sezai-2006b 0.333 1.604 20 20,-1.14862270924277,1.66334879257286,40,Kidney & Transplant,efficacy,DICH,1,1,yes,2006.0,Mortality - low versus high dose studies,ANP for preventing AKI,-0.690548316968497,"negative 
",negative,,,,,,,,,,,,,,,,,
770,CD000155,Cosson 2002,STD-Cosson-2002 0.692 0.501 41 45,-0.367724780125317,0.500533902981794,86,Gynaecology & Urology,efficacy,DICH,1,4,no,2002.0,Live births,GnRH versus oral contraception,-0.734665080496441,"positive 
",positive,,,,,,,,,,,,,,,,,
771,CD001992,Besinger 1991,STD-Besinger-1991 0.545 0.856 22 18,-0.693147180559945,0.974679434480896,40,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1991.0,Birth less than 48 hours after trial entry,COX inhibitors compared with any other tocolytic (subgrouped by type of tocolytic),-0.711154002063363,"negative 
",negative,,,,,,,,,,,,,,,,,
772,CD009651,Günal 1997,STD-G_x00fc_nal-1997 1.421 0.177 12 16,2.48127688173742,1.53257127193397,28,Emergency & Trauma,efficacy,DICH,1,2,no,1997.0,Patient-rated knee function score,Patellectomy with vastus medialis obliquus (VMO) advancement versus simple patellectomy for comminuted fractures,1.61902870501172,"positive 
",positive,,,,,,,,,,,,,,,,,
773,CD000536,Edmondson 1994,STD-Edmondson-1994 0.394 0.347 94 106,-0.992276638852077,0.376854989823312,200,Heart & Hypertension,efficacy,DICH,1,15,no,1994.0,"Occlusion in all bypasses, 6 months","Occlusion in all bypasses, low molecular weight heparin (LMWH) versus ASA/DIP",-2.63304630600037,"negative 
",negative,,,,,,,,,,,,,,,,,
774,CD008735,Davenport 2007,STD-Davenport-2007 1.031 0.227 34 37,0.0637158143861078,0.475649755659014,71,Hepato-Biliary,efficacy,DICH,1,2,no,2007.0,Infants who did not clear jaundice at six months,Secondary outcomes,0.133955318231646,"negative 
",negative,,,,,,,,,,,,,,,,,
775,CD000377,McDougle 1998,STD-McDougle-1998 0.062 0.926 11 13,-3.4628909506675,1.55233321478941,24,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1998.0,Global effect. No important clinical response - 12 weeks,ANY ANTIPSYCHOTIC DRUG vs PLACEBO,-2.23076522339135,"negative 
",negative,,,,,,,,,,,,,,,,,
776,CD009223,Davies 1977,STD-Davies-1977 0.217 0.925 6 13,-2.81341071676004,1.27801930084539,19,Pregnancy & Childbirth,efficacy,DICH,1,4,yes,1977.0,Satisfaction with pain relief (as defined by trialists),Non-opioid versus same non-opioid in different dose,-2.2013835901375,"neutral 
",neutral,,,,,,,,,,,,,,,,,
777,CD009396,Hollister 1960,STD-Hollister-1960 0.8 0.354 20 20,-0.405465108108164,0.639009650422694,40,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1960.0,Response to treatment - medium term,Comparison 1: TRIFLUOPERAZINE versus LOW-POTENCY ANTIPSYCHOTIC DRUGS,-0.634521102834607,"neutral 
",neutral,,,,,,,,,,,,,,,,,
778,CD003987,Koetsawang 1977,STD-Koetsawang-1977 1.746 0.294 116 112,0.566788518062346,0.300203749979246,228,Gynaecology & Urology,efficacy,DICH,1,42,no,1977.0,Gained >2.5 kg (cycle 12),Lynestrenol 2 mg and EE 40 µg versus lynestrenol 1 mg and EE 40 µg,1.88801278498863,"negative 
",negative,,,,,,,,,,,,,,,,,
779,CD012744,Watanabe 2010,STD-Watanabe-2010 0.17 0.68 16 15,-2.95751106073379,0.955163683531604,31,"Oral Health, Eyes & ENT",efficacy,DICH,1,12,no,2010.0,Xerostomia (grade 2 or above),Polaprezinc versus azulene oral rinse,-3.09633951931542,"negative 
",negative,,,,,,,,,,,,,,,,,
780,CD006283,Mosforth 1958,STD-Mosforth-1958 1.302 0.333 44 42,0.376846302802512,0.473620713981743,86,Neurology,efficacy,DICH,1,1,no,1958.0,Incomplete recovery after 6 and 12 months,Electrostimulation versus control,0.795671075351316,"negative 
",negative,,,,,,,,,,,,,,,,,
781,CD000494,Ghana 2007,STD-Ghana-2007 0.336 1.63 224 226,-1.09416783690769,1.63571256626937,450,Pregnancy & Childbirth,efficacy,DICH,1,6,yes,2007.0,Maternal death,Rectal misoprostol versus injectable uterotonics (subgroups by dose),-0.668924271581037,"negative 
",negative,,,,,,,,,,,,,,,,,
782,CD003527,Wang 1997,STD-Wang-1997 0.444 0.543 30 30,-1.02450431651439,0.668723931971705,60,Spine & Muscles,efficacy,DICH,1,3,yes,1997.0,Still with symptoms after treatment,ACUPUNCTURE PLUS VITAMIN B12 INJECTION VS INJECTION ALONE,-1.53202879025681,"negative 
",negative,,,,,,,,,,,,,,,,,
783,CD001261,Levine 1990ii CHL,STD-Levine-1990ii-CHL 0.351 0.244 35870 33982,-1.04689523972797,0.244263526947672,69852,Infectious Diseases,efficacy,DICH,1,2,no,1990.0,Cumulative incidence of typhoid fever at 2.5 to 3 years,Ty21a vaccine: liquid formulation versus enteric capsules (3 doses),-4.28592533977551,"negative 
",negative,,,,,,,,,,,,,,,,,
784,CD011088,EINSTEIN CHOICE,STD-EINSTEIN-CHOICE 0.281 0.329 921 468,-1.26777576088455,0.329384883269559,1389,Heart & Hypertension,efficacy,DICH,1,2,no,,Recurrent VTE,Extended VTE prophylaxis versus another extended VTE prophylaxis,-3.84891907697853,"negative 
",negative,,,,,,,,,,,,,,,,,
785,CD008846,von Seidlein 2003 GMB,STD-von-Seidlein-2003-GMB 0.971 0.063 769 607,-0.0500587430171507,0.109909825396832,1376,Infectious Diseases,efficacy,DICH,1,3,no,1999.0,Parasitaemia Prevalence: Cluster-randomized trials,MDA versus no MDA in areas of high endemicity (Stratified by study design),-0.455452848154495,"neutral 
",neutral,,,,,,,,,,,,,,,,,
786,CD005497,Hu 2005,STD-Hu-2005 1.195 0.244 974 974,0.17824005502543,0.244327109972114,1948,Gynaecology & Urology,efficacy,DICH,1,1,yes,2005.0,Pregnancy (at twelve-month follow-up),Advance provision vs. standard provision of emergency contraception,0.729514031602032,"negative 
",negative,,,,,,,,,,,,,,,,,
787,CD003281,Nilsson 2015,STD-Nilsson-2015 1.172 0.145 43 52,0.47907692545141,0.443668116782649,95,Anaesthesia & Pain,efficacy,DICH,1,3,no,2015.0,Nausea,Acupoint PC6 stimulation and antiemetic combination vs antiemetic,1.07980922525048,"negative 
",negative,,,,,,,,,,,,,,,,,
788,CD000221,Tulandi 1985,STD-Tulandi-1985 1.378 0.55 37 30,0.329382801650725,0.561877240237881,67,Gynaecology & Urology,efficacy,DICH,1,5,no,1985.0,Pregnancy rate (total),Laser versus electrosurgery for microsurgical salpingostomy,0.586218444283799,"positive 
",positive,,,,,,,,,,,,,,,,,
789,CD007387,Benedetti-Panici 1997,STD-Benedetti_x002d_Panici-1997 2.286 0.258 55 55,1.40475642395963,0.412973457017004,110,Oncology,efficacy,DICH,1,1,no,1997.0,Short-term lymphocyst formation: both asymptomatic and symptomatic within 4 weeks after surgery,Retroperitoneal drainage versus no drainage after pelvic lymphadenectomy,3.40156588780907,"negative 
",negative,,,,,,,,,,,,,,,,,
790,CD009753,ACCORD 2010,STD-ACCORD-2010 0.993 0.12 1757 1745,-0.007393749024938,0.129835675882664,3502,Heart & Hypertension,efficacy,DICH,1,1,yes,2010.0,"Combined CVD death, non-fatal MI, or non-fatal stroke",Fibrates versus placebo,-0.0569469752798914,"negative 
",negative,,,,,,,,,,,,,,,,,
791,CD006580,Moudgil 2000,STD-Moudgil-2000 0.798 0.234 151 143,-0.225646681532328,0.234231176283584,294,Lungs,efficacy,DICH,1,2,yes,2000.0,Asthma exacerbations during follow-up,Adult studies,-0.963350332404674,"negative 
",negative,,,,,,,,,,,,,,,,,
792,CD006055,Wathne 1989,STD-Wathne-1989 0.5 1.148 11 11,-0.798507696217772,1.30809445802324,22,Infectious Diseases,efficacy,DICH,1,12,no,1989.0,Clinical failure,Cefadroxil versus metronidazole,-0.610435807078074,"negative 
",negative,,,,,,,,,,,,,,,,,
793,CD012432,Ristow 2016,STD-Ristow-2016 1.055 0.105 16 18,0.628608659422375,1.27638813323639,34,"Oral Health, Eyes & ENT",efficacy,DICH,1,4,yes,2017.0,Healing of MRONJ (defined as mucosal integrity) at 1 year,Autofluorescence-guided bone surgery (experimental) versus tetracycline fluorescence-guided bone surgery (control) for treatment of MRONJ,0.492490209720523,"positive 
",positive,,,,,,,,,,,,,,,,,
794,CD006546,Akin 2011,STD-Akin-2011 0.589 0.102 2701 480,-0.529350597659895,0.101930459676127,3181,Psychiatry & Mental Health,efficacy,DICH,1,4,no,2011.0,Reunification,Permanency,-5.19325233440377,"positive 
",positive,,,,,,,,,,,,,,,,,
795,CD004039,Descos 1983,STD-Descos-1983 0.131 1.096 59 31,-2.15090050566198,1.14205009362435,90,Hepato-Biliary,efficacy,DICH,1,1,yes,1983.0,All-cause mortality,Plasma expanders versus no plasma expander,-1.88336791675749,"negative 
",negative,,,,,,,,,,,,,,,,,
796,CD005067,Mapar 2010,STD-Mapar-2010 0.231 0.547 18 18,-2.56494935746154,0.822753351207442,36,Skin & Wounds,efficacy,DICH,1,73,yes,2010.0,Participants complete cure,IL metronidazole (2.5 mg to 10 mg each lesion) versus ILMA (150 mg to 600 mg each lesion) for up to 8 weeks,-3.11751918566763,"positive 
",positive,,,,,,,,,,,,,,,,,
797,CD011867,Beard 1963,STD-Beard-1963 1.122 0.149 163 49,0.262453914384625,0.327720296645072,212,Public Health & Work,efficacy,DICH,1,1,no,1963.0,"Obtaining competitive employment, short-term follow-up (= 1 year)",Any intervention to improve obtaining employment compared to another intervention in adults with severe mental illness,0.800847298966251,"positive 
",positive,,,,,,,,,,,,,,,,,
798,CD003964,Kang 2003,STD-Kang-2003 0.679 0.174 22 16,-2.14843441316679,1.12387509897463,38,Kidney & Transplant,efficacy,DICH,1,5,yes,2003.0,Number of patients developing infection,BCG vaccine injection + baseline treatment versus baseline treatment,-1.91163094113119,"negative 
",negative,,,,,,,,,,,,,,,,,
799,CD008738,Durtschi 1982,STD-Durtschi-1982 1.634 0.394 25 26,0.757366773294239,0.598185911019454,51,Skin & Wounds,efficacy,DICH,1,2,no,1982.0,Burn wound infection,Systemic antibiotic prophylaxis (general),1.26610600373971,"negative 
",negative,,,,,,,,,,,,,,,,,
800,CD006949,Arora 1985,STD-Arora-1985 0.952 0.49 7 5,-0.117783035656383,1.19023807142381,12,Skin & Wounds,efficacy,DICH,1,9,no,1985.0,Change in ENL severity (proportion improved),Levamisole versus placebo,-0.0989575434395968,"positive 
",positive,,,,,,,,,,,,,,,,,
801,CD007796,Cao 2010,STD-Cao-2010 1.389 0.17 30 30,1.20397280432594,0.615539510420646,60,Neurology,efficacy,DICH,1,3,yes,2010.0,Global symptom improvement,Chinese herbal medicine vs conventional medicine,1.95596348234928,"positive 
",positive,,,,,,,,,,,,,,,,,
802,CD004425,Maloney 2001,STD-Maloney-2001 1.857 0.176 280 275,0.626396499996132,0.178469161595967,555,Gynaecology & Urology,efficacy,DICH,1,2,no,2001.0,"Clinician assessment of no, minimal or mild acne at cycle 6",NA 1 mg / EE 20-30-35 µg versus placebo,3.50983046255476,"positive 
",positive,,,,,,,,,,,,,,,,,
803,CD000940,Holcomb 1991,STD-Holcomb-1991 1.129 0.165 25 24,0.498991166118988,0.672071924922406,49,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1991.0,Preterm birth,Magnesium versus placebo or no treatment,0.74246691107741,"negative 
",negative,,,,,,,,,,,,,,,,,
804,CD006066,Lund 1994,STD-Lund-1994 1.288 0.216 2029 2015,0.258767563747773,0.221067223013864,4044,Pregnancy & Childbirth,efficacy,DICH,1,9,yes,1994.0,Caesarean section (main outcome),Continuous CTG versus intermittent CTG,1.17053790344824,"negative 
",negative,,,,,,,,,,,,,,,,,
805,CD001880,Hoikka 1980,STD-Hoikka-1980 2.842 0.747 19 18,1.30625165344635,0.897825007220084,37,Emergency & Trauma,efficacy,DICH,1,6,no,1980.0,Participants with complications at end of study,Vitamin D versus control or lower dose supplementation,1.45490673899903,"negative 
",negative,,,,,,,,,,,,,,,,,
806,CD010683,Capussotti 2012,STD-Capussotti-2012 0.969 1.436 33 32,-0.0317486983145803,1.43649158177698,65,Hepato-Biliary,efficacy,DICH,1,1,yes,2012.0,Mortality (perioperative),Anterior approach vs conventional approach,-0.0221015554266641,"negative 
",negative,,,,,,,,,,,,,,,,,
807,CD006750,Andres 2009,STD-Andres-2009 5.256 1.533 38 40,1.71342762595815,1.56591462675928,78,Kidney & Transplant,efficacy,DICH,1,4,yes,2009.0,Death,Low dose CNI versus standard dose CNI,1.09420245310828,"negative 
",negative,,,,,,,,,,,,,,,,,
808,CD006055,Eriksson 2005,STD-Eriksson-2005 0.897 0.122 91 96,-0.267879445155601,0.298416299122048,187,Infectious Diseases,efficacy,DICH,1,6,no,2005.0,Clinical cure 1,Clindamycin ovule + lactobacilli versus clindamycin ovule alone,-0.897670287929021,"positive 
",positive,,,,,,,,,,,,,,,,,
809,CD001132,Khaw 2002,STD-Khaw-2002 0.633 0.161 182 186,-0.660811799917009,0.229681973073712,368,"Oral Health, Eyes & ENT",efficacy,DICH,1,2,yes,2002.0,Failure at 12 months,"Regular dose intraoperative 5-Fluorouracil (5-FU) versus placebo or control, primary trabeculectomy",-2.8770729851965,"negative 
",negative,,,,,,,,,,,,,,,,,
